harder | negative: 0.000030
boasts | truthful: 0.000017
understanding | deceptive: 0.000036
treadmill | truthful: 0.000052
intolerably | deceptive: 0.000036
cleanedthe | positive: 0.000022
institutional | truthful: 0.000035
bank | deceptive: 0.000036
ugly | positive: 0.000022
no | negative: 0.004177
poorly | truthful: 0.000122
sliver | negative: 0.000045
people | truthful: 0.001289
superficial | deceptive: 0.000036
turtles | negative: 0.000030
charlie | truthful: 0.000035
sofitel | truthful: 0.000296
wanting | deceptive: 0.000109
designer | negative: 0.000045
speedy | positive: 0.000043
indicate | truthful: 0.000017
action | truthful: 0.000070
primarily | deceptive: 0.000054
friiday | negative: 0.000015
desperate | truthful: 0.000017
bonuses | deceptive: 0.000054
shaving | truthful: 0.000035
eye | positive: 0.000087
nonrefunable | truthful: 0.000035
joke | deceptive: 0.000073
complimentartry | deceptive: 0.000036
bottom | negative: 0.000181
length | positive: 0.000022
obnoxious | truthful: 0.000035
wheelchair | truthful: 0.000035
swipes | truthful: 0.000035
mislaid | deceptive: 0.000018
allergic | truthful: 0.000017
warmth | negative: 0.000030
strip | deceptive: 0.000036
lacks | deceptive: 0.000036
already | negative: 0.000528
minimally | negative: 0.000030
card | deceptive: 0.000254
quieter | deceptive: 0.000018
bummed | negative: 0.000030
servicing | negative: 0.000015
role | deceptive: 0.000018
greets | positive: 0.000022
240 | positive: 0.000022
breakfasthappy | positive: 0.000043
meat | positive: 0.000022
honey | positive: 0.000043
1st | truthful: 0.000052
played | positive: 0.000022
rain | truthful: 0.000052
vacancies | deceptive: 0.000036
approachable | deceptive: 0.000036
spite | negative: 0.000075
slice | positive: 0.000022
against | positive: 0.000043
situations | negative: 0.000030
acknowledged | negative: 0.000075
suv | truthful: 0.000035
thatlooked | positive: 0.000022
functioning | negative: 0.000060
mattresses | deceptive: 0.000036
majestic | deceptive: 0.000054
grounds | truthful: 0.000017
ushered | deceptive: 0.000036
sup | positive: 0.000022
daytime | positive: 0.000022
pleasing | negative: 0.000045
problematic | deceptive: 0.000018
already | truthful: 0.000296
drop | truthful: 0.000070
nights | truthful: 0.001376
events | truthful: 0.000035
version | positive: 0.000043
plague | truthful: 0.000035
differencei | truthful: 0.000035
bustle | deceptive: 0.000091
shut | deceptive: 0.000036
opposed | negative: 0.000030
slam | truthful: 0.000070
hampon | negative: 0.000030
hookup | deceptive: 0.000018
crummy | negative: 0.000030
75 | negative: 0.000045
1760 | truthful: 0.000035
10000 | negative: 0.000030
glowing | deceptive: 0.000018
coctail | deceptive: 0.000018
fullservice | truthful: 0.000035
within | positive: 0.000757
offices | deceptive: 0.000018
media | deceptive: 0.000036
newcomer | positive: 0.000043
minute | negative: 0.000211
styles | truthful: 0.000017
negotiatingbreakfast | negative: 0.000030
appetizers | positive: 0.000130
rewards | deceptive: 0.000054
risen | truthful: 0.000017
polyester | positive: 0.000022
club | deceptive: 0.000200
hawks | deceptive: 0.000036
nina | deceptive: 0.000054
exceptionally | truthful: 0.000052
convinced | positive: 0.000043
dawn | deceptive: 0.000036
footing | negative: 0.000030
proudly | positive: 0.000043
clerks | truthful: 0.000052
insitiute | deceptive: 0.000018
espn | truthful: 0.000035
doormenbellmenconciergevalet | negative: 0.000030
messages | negative: 0.000030
pluged | truthful: 0.000017
danish | negative: 0.000030
teenagers | deceptive: 0.000036
sq | truthful: 0.000035
conducive | deceptive: 0.000036
frustrations | positive: 0.000022
259 | positive: 0.000022
vexpensive | deceptive: 0.000018
repaired | truthful: 0.000017
unfortunately | negative: 0.000468
jaymes | deceptive: 0.000018
shriveled | positive: 0.000022
peace | truthful: 0.000035
finer | positive: 0.000043
massages | truthful: 0.000017
printer | deceptive: 0.000018
possession | positive: 0.000022
paranoid | deceptive: 0.000036
lock | deceptive: 0.000018
accountable | deceptive: 0.000018
3rd | positive: 0.000108
 | positive: 0.005236
voucher | deceptive: 0.000036
blame | positive: 0.000022
tricky | positive: 0.000043
frustrating | positive: 0.000065
bags | negative: 0.000437
filed | positive: 0.000022
quit | deceptive: 0.000036
vacancies | negative: 0.000030
just | truthful: 0.003032
yes | truthful: 0.000331
honey | deceptive: 0.000036
friday | truthful: 0.000087
roofs | truthful: 0.000035
42009 | truthful: 0.000035
wind | deceptive: 0.000018
personally | truthful: 0.000105
waived | deceptive: 0.000018
85 | positive: 0.000022
splurge | truthful: 0.000017
everywhere | positive: 0.000151
shuttle | deceptive: 0.000054
fling | deceptive: 0.000018
15th | negative: 0.000030
politician | negative: 0.000030
long | positive: 0.000563
help | positive: 0.000346
chicken | negative: 0.000045
coz | negative: 0.000030
annoyingly | deceptive: 0.000018
valet | negative: 0.000452
leakage | truthful: 0.000035
inconveniences | deceptive: 0.000036
personable | truthful: 0.000017
charlie | positive: 0.000043
fro | positive: 0.000022
transferring | positive: 0.000022
see | negative: 0.000633
invite | truthful: 0.000017
highway | deceptive: 0.000018
overhang | positive: 0.000022
excursion | negative: 0.000045
kingsize | truthful: 0.000017
veneer | negative: 0.000030
audacity | negative: 0.000030
palatable | deceptive: 0.000018
create | truthful: 0.000052
sides | truthful: 0.000052
employees | truthful: 0.000244
sociable | positive: 0.000022
mistakingly | deceptive: 0.000018
pasta | truthful: 0.000035
batch | deceptive: 0.000018
meticulously | positive: 0.000043
briefly | negative: 0.000030
somewhat | negative: 0.000136
sully | negative: 0.000030
copies | deceptive: 0.000018
speak | truthful: 0.000157
daughter | negative: 0.000181
citynoises | deceptive: 0.000036
shut | truthful: 0.000070
hearing | deceptive: 0.000091
drip | deceptive: 0.000109
may | positive: 0.000195
781 | deceptive: 0.000018
bottle | truthful: 0.000209
magnificent | negative: 0.000136
fireplaces | positive: 0.000043
concierges | deceptive: 0.000036
hawks | negative: 0.000030
apologies | positive: 0.000022
prompted | deceptive: 0.000036
challenged | deceptive: 0.000018
knots | truthful: 0.000017
wowabove | negative: 0.000015
tart | negative: 0.000030
bumping | deceptive: 0.000036
sunglasses | truthful: 0.000017
solutions | truthful: 0.000017
attached | deceptive: 0.000018
painful | deceptive: 0.000018
surpassed | negative: 0.000015
tribune | truthful: 0.000070
pampering | truthful: 0.000017
onto | truthful: 0.000070
odyssey | truthful: 0.000035
obtuse | negative: 0.000030
630 | positive: 0.000022
clubing | negative: 0.000015
fluorescent | deceptive: 0.000036
tough | positive: 0.000043
occasions | positive: 0.000022
directly | truthful: 0.000314
drove | truthful: 0.000070
asking | negative: 0.000241
provider | deceptive: 0.000018
moron | negative: 0.000030
changing | truthful: 0.000035
canal | positive: 0.000043
itll | positive: 0.000022
enormous | truthful: 0.000070
method | deceptive: 0.000018
murals | deceptive: 0.000018
los | deceptive: 0.000036
645 | truthful: 0.000035
roomactually | truthful: 0.000035
rented | negative: 0.000045
itchy | truthful: 0.000035
escorted | negative: 0.000015
stay | deceptive: 0.007835
seat | positive: 0.000130
watertower | negative: 0.000015
stroller | positive: 0.000022
knocked | positive: 0.000022
courteous | truthful: 0.000157
accepting | positive: 0.000022
coffe | truthful: 0.000035
rockers | deceptive: 0.000036
fashioned | positive: 0.000043
tile | deceptive: 0.000054
eating | negative: 0.000045
17 | negative: 0.000060
boutiques | truthful: 0.000035
hectic | negative: 0.000015
faced | deceptive: 0.000018
wallpaper | truthful: 0.000122
allergies | truthful: 0.000035
blocks | truthful: 0.000558
falling | positive: 0.000043
cleanlinees | truthful: 0.000035
tint | truthful: 0.000017
crappy | negative: 0.000090
repeated | positive: 0.000022
sake | positive: 0.000022
agent | negative: 0.000121
sup | truthful: 0.000035
voicemails | truthful: 0.000052
conference | negative: 0.000452
jewishhindi | negative: 0.000030
revised | truthful: 0.000035
patients | positive: 0.000022
version | truthful: 0.000017
authorization | negative: 0.000045
3115 | truthful: 0.000035
cultural | deceptive: 0.000018
fab | negative: 0.000015
honeycomb | positive: 0.000022
carte | truthful: 0.000035
relatively | deceptive: 0.000145
fussy | deceptive: 0.000018
marriott | positive: 0.000108
occurred | deceptive: 0.000018
week | negative: 0.000483
cap | truthful: 0.000017
overpraise | deceptive: 0.000018
standoffish | truthful: 0.000017
meant | negative: 0.000045
prop | deceptive: 0.000018
business | positive: 0.001904
comedy | deceptive: 0.000018
425 | truthful: 0.000035
dips | positive: 0.000022
bangkok | negative: 0.000030
unbearably | truthful: 0.000017
doormen | deceptive: 0.000054
inept | positive: 0.000022
59 | deceptive: 0.000018
bachelorette | negative: 0.000030
secondwind | negative: 0.000015
metal | negative: 0.000045
failed | deceptive: 0.000145
cooler | negative: 0.000060
exceptional | deceptive: 0.000145
helpful | truthful: 0.001568
beat | deceptive: 0.000145
bellboy | truthful: 0.000035
twice | deceptive: 0.000181
jeans | deceptive: 0.000036
89 | negative: 0.000015
panic | deceptive: 0.000036
nowhere | positive: 0.000022
harder | positive: 0.000022
blond | truthful: 0.000017
interior | deceptive: 0.000109
phony | negative: 0.000030
blah | positive: 0.000022
acquiring | positive: 0.000043
stylish | truthful: 0.000070
dad | deceptive: 0.000018
newly | negative: 0.000045
themed | negative: 0.000015
describe | negative: 0.000045
loft | truthful: 0.000017
upgradeimagine | truthful: 0.000035
ohsoscenic | truthful: 0.000017
49ers | truthful: 0.000035
union | positive: 0.000022
unable | truthful: 0.000139
arrested | positive: 0.000022
curry | truthful: 0.000017
situations | truthful: 0.000035
outline | negative: 0.000045
reduced | positive: 0.000022
tyler | truthful: 0.000035
modifications | truthful: 0.000035
filming | positive: 0.000022
rolled | deceptive: 0.000073
mere | truthful: 0.000035
chestnut | deceptive: 0.000054
likingthe | positive: 0.000043
track | truthful: 0.000070
hidden | truthful: 0.000035
noise | deceptive: 0.000490
junkie | negative: 0.000015
frame | truthful: 0.000035
decision | deceptive: 0.000163
peace | positive: 0.000043
player | deceptive: 0.000054
groupon | negative: 0.000030
restart | deceptive: 0.000018
amenties | positive: 0.000043
episode | deceptive: 0.000036
impressions | truthful: 0.000017
bartenders | positive: 0.000043
touts | truthful: 0.000017
disregarded | negative: 0.000090
talked | deceptive: 0.000073
efficiently | negative: 0.000015
2004they | negative: 0.000030
receiving | negative: 0.000045
departure | deceptive: 0.000018
solve | truthful: 0.000035
slammed | negative: 0.000060
fee | negative: 0.000241
dripped | deceptive: 0.000054
curbside | deceptive: 0.000018
parade | positive: 0.000022
outnot | truthful: 0.000035
swimming | truthful: 0.000139
unaccomodating | truthful: 0.000052
recomend | truthful: 0.000017
intercontinentals | negative: 0.000015
stark | positive: 0.000022
notches | deceptive: 0.000018
spent | truthful: 0.000401
tabletop | negative: 0.000030
protective | deceptive: 0.000018
23rds | negative: 0.000030
treatment | positive: 0.000087
california | deceptive: 0.000036
28day | truthful: 0.000035
device | positive: 0.000022
homewoods | truthful: 0.000035
classical | positive: 0.000022
trumps | negative: 0.000015
centrallylocated | truthful: 0.000017
reunited | truthful: 0.000017
added | truthful: 0.000192
judy | positive: 0.000043
valued | truthful: 0.000017
linenstowels | positive: 0.000043
pillowcases | positive: 0.000022
overwhelming | positive: 0.000022
wait | positive: 0.000498
sisters | deceptive: 0.000054
french | positive: 0.000087
cabbed | deceptive: 0.000018
chapter | deceptive: 0.000018
computers | positive: 0.000043
interrupted | truthful: 0.000017
rocks | truthful: 0.000017
elderly | deceptive: 0.000018
apologize | deceptive: 0.000054
homeless | deceptive: 0.000036
three | deceptive: 0.000435
incomplete | negative: 0.000015
displeased | deceptive: 0.000054
astonishment | deceptive: 0.000036
cigar | deceptive: 0.000036
accurate | deceptive: 0.000109
secondclass | positive: 0.000043
serviced | negative: 0.000030
centerhigh | negative: 0.000015
676 | positive: 0.000087
compensated | negative: 0.000045
practices | deceptive: 0.000018
updating | positive: 0.000043
bathroom | deceptive: 0.001306
al | truthful: 0.000105
wifi | positive: 0.000325
puor | negative: 0.000030
answers | deceptive: 0.000036
mahajan | deceptive: 0.000018
pl | truthful: 0.000052
survey | negative: 0.000030
prices | positive: 0.000238
understand | positive: 0.000130
scrubbing | truthful: 0.000035
pull | deceptive: 0.000054
ordering | truthful: 0.000052
headed | deceptive: 0.000073
originally | positive: 0.000087
sleek | deceptive: 0.000109
fireworks | positive: 0.000043
assignmenton | positive: 0.000022
processed | truthful: 0.000052
talented | negative: 0.000015
load | negative: 0.000030
thanks | negative: 0.000121
3115 | positive: 0.000043
accommodation | positive: 0.000065
mixup | positive: 0.000022
keep | positive: 0.000216
strawberries | positive: 0.000065
permit | truthful: 0.000017
twins | negative: 0.000015
gave | truthful: 0.000680
sting | positive: 0.000043
